Author_name,topic,title,Abstract,year,Source,label
gemini,Artificial Intelligence,A Hybrid Intelligent Model for Software Cost Estimation,"This paper proposes a hybrid intelligent model for software cost estimation, integrating both fuzzy logic and neural networks. The model leverages the strengths of both approaches, combining the flexibility and knowledge representation capabilities of fuzzy logic with the learning and generalization abilities of neural networks. The proposed model is trained on a dataset of historical software projects, allowing it to learn the complex relationships between project attributes and cost. The paper demonstrates the effectiveness of the model on a range of benchmark datasets, showcasing its ability to provide accurate and reliable cost estimates for software projects.",2024,gemini,AI
gemini,Artificial Intelligence,Transfer Learning in Brain-Computer Interfaces,"This paper explores the potential of transfer learning in brain-computer interfaces (BCIs). The authors propose a novel approach that leverages pre-trained deep learning models to improve the accuracy and efficiency of BCI systems. The approach involves transferring knowledge learned from other domains, such as image recognition, to the domain of BCI, enabling faster and more accurate decoding of brain signals. The paper demonstrates the effectiveness of the approach on a variety of BCI tasks, showcasing its ability to significantly improve the performance of BCI systems.",2024,gemini,AI
gemini,Artificial Intelligence,Evaluating Morphological Computation in Muscle and DC-motor Driven Models of Human Hopping,"This paper investigates the role of morphological computation in muscle and DC-motor driven models of human hopping. The authors propose a framework for analyzing the computational properties of these models, focusing on the interplay between mechanical and neural elements. The paper demonstrates the effectiveness of morphological computation in optimizing hopping performance, showing how the structure and dynamics of the body can contribute to efficient and robust locomotion. The paper also discusses the implications of these findings for understanding human motor control and designing more efficient robotic systems.",2024,gemini,AI
gemini,Artificial Intelligence,LSTM Neural Reordering Feature for Statistical Machine Translation,"This paper introduces a novel LSTM neural reordering feature for statistical machine translation. The proposed approach leverages a long short-term memory (LSTM) network to learn the reordering patterns of words in different languages. The LSTM network is trained on a large corpus of parallel text, enabling it to capture the complex relationships between word order in different languages. The paper demonstrates the effectiveness of the proposed feature on a range of language pairs, showcasing its ability to significantly improve the accuracy and fluency of machine translation systems.",2024,gemini,AI
gemini,Artificial Intelligence,Learning Using 1-Local Membership Queries,"This paper explores the problem of learning from 1-local membership queries. The authors propose a novel algorithm that is able to efficiently learn from a restricted type of queries, known as 1-local membership queries. These queries provide information about the membership of a single point in a target concept. The paper demonstrates the effectiveness of the proposed algorithm on a variety of learning tasks, showcasing its ability to learn efficiently from limited information. The paper also discusses the theoretical implications of the algorithm, providing insights into the capabilities of learning from restricted types of queries.",2024,gemini,AI
gemini,Artificial Intelligence,Inferring Interpersonal Relations in Narrative Summaries,"This paper addresses the problem of inferring interpersonal relations in narrative summaries. The authors propose a novel approach that utilizes a combination of linguistic and social cues to identify and classify the relationships between characters. The approach leverages a deep learning model trained on a corpus of narrative summaries, enabling it to learn the subtle nuances of interpersonal relationships. The paper demonstrates the effectiveness of the proposed approach on a variety of benchmark datasets, showcasing its ability to accurately infer relationships between characters in narrative summaries.",2024,gemini,AI
gemini,Artificial Intelligence,Imitation-Induced Criticality: Network Reciprocity and Psycho-logical Reward,"This paper investigates the phenomenon of imitation-induced criticality, where observing the actions of others can lead to a critical state in the observer's own system. The authors propose a theoretical framework that explains this phenomenon based on the principles of network reciprocity and psychological reward. The framework highlights the role of social interactions in shaping the dynamics of complex systems, and provides insights into the mechanisms underlying imitation and social learning. The paper discusses the implications of these findings for understanding human behavior and designing more effective social interventions.",2024,gemini,AI
gemini,Artificial Intelligence,"Ask, and shall you receive?: Understanding Desire Fulfillment in Natural Language Text","This paper explores the concept of desire fulfillment in natural language text. The authors propose a framework for analyzing the linguistic cues that indicate whether a character's desires are fulfilled or not. The framework leverages a combination of natural language processing techniques and psychological insights to identify and interpret these cues. The paper demonstrates the effectiveness of the framework on a variety of literary texts, showcasing its ability to accurately assess the extent to which characters' desires are fulfilled.",2024,gemini,AI
gemini,Artificial Intelligence,Modeling Dynamic Relationships Between Characters in Literary Novels,"This paper presents a novel approach for modeling the dynamic relationships between characters in literary novels. The proposed approach utilizes a graph-based representation of characters and their interactions, enabling the analysis of complex relationship dynamics over time. The paper demonstrates the effectiveness of the approach on a variety of literary texts, showcasing its ability to capture the intricate relationships between characters and to provide insights into the narrative structure of novels.",2024,gemini,AI
gemini,Artificial Intelligence,Influence diagrams for the optimization of a vehicle speed profile,"This paper explores the use of influence diagrams for optimizing the speed profile of a vehicle. The authors propose a novel approach that leverages influence diagrams to represent the complex interactions between different factors, such as traffic conditions, road geometry, and vehicle dynamics. The influence diagram is used to optimize the speed profile of the vehicle, minimizing fuel consumption while ensuring safe and efficient travel. The paper demonstrates the effectiveness of the approach on a number of real-world scenarios, showcasing its ability to improve the efficiency and safety of vehicle operations.",2024,gemini,AI
gemini,Artificial Intelligence,On Learning to Think: Algorithmic Information Theory for Novel Combinations of Reinforcement Learning Controllers and Recurrent Neural World Models,"This paper proposes a novel approach for combining reinforcement learning controllers with recurrent neural world models. The approach leverages algorithmic information theory to design a novel learning algorithm that enables the system to learn complex and adaptive behaviors. The paper demonstrates the effectiveness of the approach on a range of challenging tasks, showcasing its ability to learn and adapt to complex and dynamic environments. The paper also discusses the theoretical implications of the approach, providing insights into the relationship between reinforcement learning, world models, and algorithmic information theory.",2024,gemini,AI
gemini,Artificial Intelligence,Scaling POMDPs For Selecting Sellers in E-markets-Extended Version,"This paper addresses the challenge of scaling partially observable Markov decision processes (POMDPs) for selecting sellers in e-markets. The authors propose a novel approach that leverages a combination of dynamic programming and approximation techniques to effectively handle large-scale POMDPs. The paper demonstrates the effectiveness of the approach on a variety of benchmark datasets, showcasing its ability to find optimal policies for selecting sellers in e-markets with a large number of potential sellers and complex product characteristics.",2024,gemini,AI
gemini,Artificial Intelligence,Machine Learning Sentiment Prediction based on Hybrid Document Representation,"This paper presents a novel approach for machine learning sentiment prediction based on a hybrid document representation. The proposed approach combines traditional bag-of-words models with deep learning techniques to capture both lexical and semantic features from text. The paper demonstrates the effectiveness of the approach on a variety of sentiment analysis tasks, showcasing its ability to outperform traditional sentiment prediction models. The paper also discusses the implications of the findings for improving the accuracy and robustness of sentiment analysis systems.",2024,gemini,AI
gemini,Artificial Intelligence,Exploiting Anonymity in Approximate Linear Programming: Scaling to Large Multiagent MDPs (Extended Version),"This paper explores the potential of exploiting anonymity in approximate linear programming for solving large-scale multiagent Markov decision processes (MDPs). The authors propose a novel approach that leverages the anonymity property of the agents to reduce the computational complexity of the problem. The paper demonstrates the effectiveness of the approach on a variety of benchmark datasets, showcasing its ability to find near-optimal policies for large-scale multiagent MDPs.",2024,gemini,AI
gemini,Artificial Intelligence,Sparse Coral Classification Using Deep Convolutional Neural Networks,"This paper proposes a novel deep convolutional neural network architecture for sparse coral classification. The architecture is specifically designed to handle the challenges associated with classifying corals from limited and sparse data. The paper demonstrates the effectiveness of the proposed architecture on a variety of benchmark datasets, showcasing its ability to achieve high accuracy in classifying coral species even with limited training data.",2024,gemini,AI
gemini,Artificial Intelligence,Solving Transition-Independent Multi-agent MDPs with Sparse Interactions (Extended version),"This paper presents a novel approach for solving transition-independent multi-agent MDPs with sparse interactions. The authors propose a decentralized learning algorithm that enables agents to efficiently coordinate their actions even with limited communication. The paper demonstrates the effectiveness of the approach on a variety of benchmark datasets, showcasing its ability to find near-optimal policies for multi-agent MDPs with sparse interactions.",2024,gemini,AI
gemini,Artificial Intelligence,Robotic Search & Rescue via Online Multi-task Reinforcement Learning,"This paper explores the application of online multi-task reinforcement learning to robotic search and rescue. The authors propose a novel approach that enables robots to learn and adapt their behaviors in real-time during search and rescue operations. The paper demonstrates the effectiveness of the approach on a number of simulated and real-world scenarios, showcasing its ability to improve the efficiency and effectiveness of robotic search and rescue operations.",2024,gemini,AI
gemini,Artificial Intelligence,Bootstrapping Ternary Relation Extractors,"This paper addresses the challenge of bootstrapping ternary relation extractors. The authors propose a novel approach that leverages a combination of bootstrapping techniques and deep learning models to effectively extract ternary relations from text. The paper demonstrates the effectiveness of the approach on a variety of benchmark datasets, showcasing its ability to achieve high accuracy and coverage in extracting ternary relations.",2024,gemini,AI
gemini,Artificial Intelligence,Column-Oriented Datalog Materialization for Large Knowledge Graphs (Extended Technical Report),"This paper introduces a novel approach to column-oriented Datalog materialization for large knowledge graphs. The proposed approach utilizes a combination of column-oriented storage and efficient query processing techniques to enable scalable and efficient knowledge graph materialization. The paper demonstrates the effectiveness of the approach on a number of benchmark datasets, showcasing its ability to handle large-scale knowledge graphs with billions of triples.",2024,gemini,AI
gemini,Artificial Intelligence,Applying deep learning to classify pornographic images and videos,"This paper explores the application of deep learning to classifying pornographic images and videos. The authors propose a novel deep convolutional neural network architecture that is specifically designed to handle the challenges associated with this task, including the presence of explicit and sensitive content. The paper demonstrates the effectiveness of the proposed architecture on a number of benchmark datasets, showcasing its ability to achieve high accuracy in classifying pornographic content while mitigating the risks of bias and misclassification.",2024,gemini,AI
gemini,Artificial Intelligence,Semantic Folding Theory And its Application in Semantic Fingerprinting,"This paper introduces Semantic Folding Theory, a novel framework for understanding and manipulating semantic information. The theory leverages the concept of semantic folding, which involves hierarchically grouping related concepts to create a more compact and efficient representation of knowledge. The paper demonstrates the applicability of the theory in developing Semantic Fingerprinting, a technique for identifying and indexing semantic information in large datasets. The paper discusses the potential applications of Semantic Folding Theory in various domains, such as information retrieval, knowledge representation, and artificial intelligence.",2024,gemini,AI
gemini,Artificial Intelligence,Multiagent Cooperation and Competition with Deep Reinforcement Learning,"This paper investigates the use of deep reinforcement learning for multiagent cooperation and competition. The authors propose a novel framework that enables agents to learn complex strategies in both cooperative and competitive settings. The paper demonstrates the effectiveness of the framework on a number of benchmark games, showcasing its ability to train agents that exhibit both cooperative and competitive behavior. The paper discusses the implications of the findings for understanding and designing multiagent systems, and its potential to contribute to the development of more advanced and intelligent artificial agents.",2024,gemini,AI
gemini,Artificial Intelligence,"War of 2050: a Battle for Information, Communications, and Computer Security","This paper explores the challenges and implications of the War of 2050, a hypothetical conflict focused on information, communications, and computer security. The paper analyzes the potential vulnerabilities of modern societies to cyberattacks, and discusses the role of AI and automation in shaping future warfare. The paper highlights the need for developing robust cyberdefense strategies and promoting international cooperation to mitigate the risks of cyberconflict.",2024,gemini,AI
gemini,Artificial Intelligence,On the convergence of cycle detection for navigational reinforcement learning,"This paper investigates the convergence properties of cycle detection algorithms for navigational reinforcement learning. The authors propose a novel analysis framework that leverages the concept of cycle detection to understand the convergence behavior of reinforcement learning algorithms in complex environments. The paper demonstrates the effectiveness of the framework in analyzing the convergence properties of various reinforcement learning algorithms, and provides insights into the factors that influence their performance in different scenarios.",2024,gemini,AI
gemini,Artificial Intelligence,Word Existence Algorithm,"This paper proposes a novel Word Existence Algorithm for efficiently determining the existence of a given word in a large corpus of text. The algorithm leverages a combination of data structures and algorithms to achieve efficient word search, enabling rapid and scalable text processing. The paper demonstrates the effectiveness of the algorithm on a variety of benchmark datasets, showcasing its ability to outperform existing word search algorithms in terms of speed and efficiency.",2024,gemini,AI
gemini,Artificial Intelligence,Shaping Proto-Value Functions via Rewards,"This paper introduces a novel approach for shaping proto-value functions via rewards. The proposed approach leverages a combination of reinforcement learning and value function approximation techniques to efficiently learn desired behaviors in complex environments. The paper demonstrates the effectiveness of the approach on a number of benchmark tasks, showcasing its ability to learn and adapt to complex and dynamic environments. The paper also discusses the theoretical implications of the approach, providing insights into the relationship between rewards, value functions, and reinforcement learning.",2024,gemini,AI
gemini,Artificial Intelligence,A Stochastic Process Model of Classical Search,"This paper presents a stochastic process model of classical search. The model leverages the principles of stochastic processes to formalize the search process and to analyze its performance characteristics. The paper demonstrates the effectiveness of the model in explaining the behavior of various search algorithms, and provides insights into the factors that influence their efficiency. The paper also discusses the implications of the model for designing more efficient search algorithms.",2024,gemini,AI
gemini,Artificial Intelligence,Some Epistemological Problems with the Knowledge Level in Cognitive Architectures,"This paper explores some epistemological problems with the knowledge level in cognitive architectures. The authors argue that the knowledge level, as defined in classical cognitive science, is insufficient to account for the full range of cognitive abilities. The paper proposes a more comprehensive framework for understanding the knowledge level, taking into account the role of embodiment, situatedness, and social interaction. The paper discusses the implications of these findings for the design of cognitive architectures and for our understanding of human cognition.",2024,gemini,AI
gemini,Artificial Intelligence,Incremental Truncated LSTD,"This paper introduces Incremental Truncated LSTD, a novel algorithm for efficiently learning linear value functions in large-scale reinforcement learning problems. The algorithm leverages the principles of Least-Squares Temporal Difference (LSTD) learning and incremental updates to enable scalable and efficient learning. The paper demonstrates the effectiveness of the algorithm on a number of benchmark tasks, showcasing its ability to learn effectively in large and complex environments.",2024,gemini,AI
gemini,Artificial Intelligence,Bayesian Network Models for Adaptive Testing,"This paper presents Bayesian Network Models for Adaptive Testing. The models leverage the principles of Bayesian networks to represent the relationships between different test items and student abilities. This allows for adaptive testing strategies that tailor the difficulty of the test to the individual student's ability level. The paper demonstrates the effectiveness of the models on a number of simulated and real-world datasets, showcasing their ability to provide more accurate and efficient assessments.",2024,gemini,AI
gemini,Artificial Intelligence,An Introduction to Convolutional Neural Networks,"This paper provides an introduction to Convolutional Neural Networks (CNNs), a powerful type of deep learning architecture widely used for image recognition and other tasks involving spatial data. The paper explains the key concepts behind CNNs, including convolution, pooling, and backpropagation, and discusses their advantages in handling complex patterns and features in data. The paper also provides examples of real-world applications of CNNs and discusses their potential for further development and advancement.",2024,gemini,AI
gemini,Artificial Intelligence,A Symbolic SAT-based Algorithm for Almost-sure Reachability with Small Strategies in POMDPs,"This paper proposes a novel symbolic SAT-based algorithm for almost-sure reachability with small strategies in Partially Observable Markov Decision Processes (POMDPs). The algorithm leverages symbolic representations and Satisfiability Modulo Theories (SMT) solvers to efficiently compute the reachability probabilities and to identify small strategies that achieve high success rates. The paper demonstrates the effectiveness of the algorithm on a number of benchmark POMDPs, showcasing its ability to handle complex decision problems with uncertainty and partial observability.",2024,gemini,AI
gemini,Artificial Intelligence,Who Can Win a Single-Elimination Tournament?,"This paper explores the problem of determining the winner of a single-elimination tournament. The authors propose a novel approach that leverages the structure of the tournament to efficiently compute the probability of winning for each participant. The paper demonstrates the effectiveness of the approach on a number of real-world tournaments, showcasing its ability to provide accurate predictions of tournament outcomes. The paper also discusses the implications of the findings for understanding the dynamics of competitive events and for designing more effective tournament formats.",2024,gemini,AI
gemini,Artificial Intelligence,Beyond OWL 2 QL in OBDA: Rewritings and Approximations (Extended Version),"This paper investigates the limitations of OWL 2 QL in Ontology-Based Data Access (OBDA) and proposes novel solutions based on rewriting and approximation techniques. The authors identify key limitations of OWL 2 QL in handling complex queries and large datasets, and propose alternative approaches based on query rewriting and approximation. The paper demonstrates the effectiveness of the proposed solutions on a number of benchmark datasets, showcasing their ability to address the limitations of OWL 2 QL and to improve the performance of OBDA systems.",2024,gemini,AI
gemini,Artificial Intelligence,A global Constraint for mining Sequential Patterns with GAP constraint,"This paper introduces a novel global constraint for mining sequential patterns with a GAP constraint. The constraint allows for efficiently identifying sequential patterns that satisfy a specific gap constraint, enabling the discovery of patterns that are separated by a predefined number of events. The paper demonstrates the effectiveness of the constraint on a number of benchmark datasets, showcasing its ability to discover meaningful sequential patterns that would be difficult to identify using traditional pattern mining techniques.",2024,gemini,AI
gemini,Artificial Intelligence,Welfare of Sequential Allocation Mechanisms for Indivisible Goods,"This paper explores the welfare properties of sequential allocation mechanisms for indivisible goods. We analyze a class of mechanisms that are based on the concept of ""priority orderings,"" where agents are ranked according to their preferences for the goods. We show that these mechanisms can achieve Pareto efficiency and envy-freeness, but they may not be strategy-proof. We also investigate the trade-offs between different welfare objectives and provide insights into the design of practical allocation mechanisms.",2024,gemini,AI
gemini,Artificial Intelligence,A Deep Architecture for Semantic Matching with Multiple Positional Sentence Representations,"This paper introduces a deep architecture for semantic matching that leverages multiple positional sentence representations. Our model incorporates both word-level and sentence-level features to capture the nuanced meaning of sentences. By utilizing multiple representations, our approach effectively handles complex relationships between sentences and achieves state-of-the-art performance on various semantic matching tasks. We demonstrate the effectiveness of our method through extensive experiments on benchmark datasets.",2024,gemini,AI
gemini,Artificial Intelligence,Recurrent Instance Segmentation,This paper proposes a novel approach to instance segmentation based on recurrent neural networks. Our method iteratively refines the segmentation mask by integrating information from both the image and the previous segmentation results. The recurrent structure allows the model to accumulate contextual information and effectively handle complex object shapes. We evaluate our approach on challenging datasets and demonstrate significant improvements over existing methods.,2024,gemini,AI
gemini,Artificial Intelligence,Plan Explicability and Predictability for Robot Task Planning,"This paper addresses the challenge of ensuring both explainability and predictability in robot task planning. We propose a novel approach that leverages a combination of symbolic and deep learning techniques to generate plans that are both comprehensible to human operators and robust to unforeseen environmental changes. Our method incorporates a planner that generates plans based on a set of predefined rules, while a deep neural network learns to predict the effects of actions in the environment. We demonstrate the effectiveness of our approach in a simulated robotic environment.",2024,gemini,AI
gemini,Artificial Intelligence,Reinstating Combinatorial Protections for Manipulation and Bribery in Single-Peaked and Nearly Single-Peaked Electorates,"This paper reinvestigates the protection provided by combinatorial voting rules in single-peaked and nearly single-peaked electorates. We show that the classical results on manipulation and bribery can be significantly strengthened in these settings. We present new bounds on the number of voters that can be bribed or manipulated, and we identify classes of voting rules that are immune to these attacks. Our work highlights the importance of combinatorial protections in designing robust and fair voting systems.",2024,gemini,AI
gemini,Artificial Intelligence,Unifying Decision Trees Split Criteria Using Tsallis Entropy,"This paper proposes a unifying framework for decision tree split criteria based on Tsallis entropy. We show that several well-known split criteria, including Gini impurity, information gain, and variance reduction, can be derived as special cases of Tsallis entropy with different values of the entropic parameter. This unifying perspective provides insights into the properties of different split criteria and enables us to develop new, more robust criteria. We demonstrate the effectiveness of our approach on various classification datasets.",2024,gemini,AI
gemini,Artificial Intelligence,A Roadmap towards Machine Intelligence,"This paper presents a roadmap towards achieving machine intelligence. We discuss the key challenges and opportunities in developing artificial systems that can exhibit human-level intelligence. Our roadmap outlines a multi-disciplinary approach that leverages advances in areas such as deep learning, robotics, cognitive science, and neuroscience. We argue that achieving machine intelligence requires a holistic understanding of both the cognitive processes of humans and the capabilities of modern computing systems.",2024,gemini,AI
gemini,Artificial Intelligence,Strategic Dialogue Management via Deep Reinforcement Learning,This paper explores the use of deep reinforcement learning for strategic dialogue management. We propose a novel framework that allows agents to learn optimal dialogue policies by interacting with users in a simulated environment. Our approach incorporates a deep neural network that represents the dialogue state and guides the agent's actions. We evaluate our method on a variety of dialogue tasks and demonstrate its ability to achieve human-level performance.,2024,gemini,AI
gemini,Artificial Intelligence,Learning with Memory Embeddings,"This paper explores the use of memory embeddings for learning complex relationships between data points. Our method embeds data into a memory space that allows for efficient retrieval and aggregation of relevant information. We demonstrate the effectiveness of our approach in various applications, including natural language processing, computer vision, and recommender systems. Our work highlights the potential of memory embeddings for improving the performance of machine learning models.",2024,gemini,AI
gemini,Artificial Intelligence,Breaking Symmetries in Graph Search with Canonizing Sets,"This paper addresses the challenge of breaking symmetries in graph search by introducing the concept of ""canonizing sets."" Our method exploits the structural properties of graphs to identify canonical representations of nodes and edges. By using these canonical representations, we can effectively reduce the search space and significantly improve the efficiency of graph search algorithms. We demonstrate the effectiveness of our approach on various graph search tasks.",2024,gemini,AI
gemini,Artificial Intelligence,MOOCs Meet Measurement Theory: A Topic-Modelling Approach,This paper investigates the use of topic modeling for analyzing MOOC data from a measurement theory perspective. We propose a framework that leverages topic modeling to identify the underlying latent structure of MOOC content and assess the learning outcomes of students. Our approach allows us to analyze the relationships between different topics and the impact of these relationships on student performance. We illustrate our framework using real-world MOOC data.,2024,gemini,AI
gemini,Artificial Intelligence,A Python Engine for Teaching Artificial Intelligence in Games,"This paper presents a Python engine for teaching artificial intelligence in games. Our engine provides a flexible and user-friendly environment for students to learn about fundamental AI concepts, such as search algorithms, game theory, and machine learning. The engine includes a collection of pre-built games and allows users to create their own custom games. We demonstrate the effectiveness of our engine in a classroom setting.",2024,gemini,AI
gemini,Artificial Intelligence,Searching for Objects using Structure in Indoor Scenes,This paper proposes a novel approach for searching for objects using structure in indoor scenes. Our method leverages the geometric relationships between objects and their surrounding environment to guide the search process. We use a deep neural network to learn these relationships from a dataset of indoor scenes. We evaluate our approach on a variety of search tasks and demonstrate significant improvements over existing methods.,2024,gemini,AI
gemini,Artificial Intelligence,Approximate Probabilistic Inference via Word-Level Counting,"This paper introduces a novel approach to approximate probabilistic inference based on word-level counting. Our method leverages the statistical properties of words to estimate the probability of events without explicitly representing the full joint distribution. We show that this approach can be significantly more efficient than traditional inference methods, especially in high-dimensional settings. We demonstrate the effectiveness of our method on various probabilistic inference tasks.",2024,gemini,AI
gemini,Artificial Intelligence,Exploiting Environmental Computation in a Multi-Agent Model of Slime Mould,"This paper investigates the role of environmental computation in a multi-agent model of slime mould. We show that slime mould agents can effectively solve complex navigation problems by exploiting the physical properties of their environment. Our model captures the key aspects of slime mould behavior, including chemotaxis, aggregation, and pathfinding. We analyze the emergence of collective intelligence in our model and provide insights into the role of environmental computation in biological systems.",2024,gemini,AI
gemini,Artificial Intelligence,A Survey of Signed Network Mining in Social Media,"This paper presents a comprehensive survey of signed network mining in social media. We discuss the different types of signed networks, the challenges of analyzing these networks, and the latest advancements in signed network mining algorithms. We focus on applications in social media, including sentiment analysis, influence detection, and community detection. Our survey provides a valuable resource for researchers and practitioners interested in this emerging field.",2024,gemini,AI
gemini,Artificial Intelligence,Planning in the Wild: Modeling Tools for PDDL,This paper explores the use of probabilistic planning domain definition language (PDDL) for planning in complex and uncertain environments. We propose a novel approach that extends traditional PDDL with probabilistic operators and state variables. Our approach allows for modeling uncertainty and reasoning about the likelihood of events. We demonstrate the effectiveness of our approach on various planning problems in the real world.,2024,gemini,AI
gemini,Artificial Intelligence,Learning Visual Predictive Models of Physics for Playing Billiards,This paper presents a novel approach for learning visual predictive models of physics for playing billiards. Our method utilizes a deep neural network to learn the dynamics of billiard balls based on video data. We use this model to predict the outcome of future shots and make strategic decisions. We demonstrate the effectiveness of our approach by training a virtual billiard player that can successfully compete against human players.,2024,gemini,AI
gemini,Artificial Intelligence,MazeBase: A Sandbox for Learning from Games,"This paper introduces MazeBase, a sandbox environment for learning from games. Our platform provides a flexible framework for creating and playing games with various levels of complexity. We utilize a game engine that supports a wide range of game mechanics and allows users to define custom rules and objectives. We demonstrate the potential of MazeBase for developing new AI algorithms and training agents in a variety of game environments.",2024,gemini,AI
gemini,Artificial Intelligence,"What is the plausibility of probability?(revised 2003, 2015)","This paper explores the philosophical foundations of probability. We investigate the question of whether probability is an objective property of the world or a subjective measure of our beliefs. We examine different interpretations of probability, including frequentist, Bayesian, and subjective interpretations. We argue that the meaning of probability depends on the context and the specific application.",2024,gemini,AI
gemini,Artificial Intelligence,Interpretable Two-level Boolean Rule Learning for Classification,This paper introduces a novel approach for interpretable two-level Boolean rule learning for classification. Our method leverages the power of Boolean rules to provide transparent and understandable explanations for the model's predictions. We propose a two-level learning framework that first learns a set of high-level rules and then refines these rules using lower-level rules. We demonstrate the effectiveness of our approach on various classification datasets.,2024,gemini,AI
gemini,Artificial Intelligence,Learning Simple Algorithms from Examples,"This paper investigates the problem of learning simple algorithms from examples. We propose a novel approach that leverages the power of inductive logic programming (ILP) to discover algorithms that can generalize to new data. Our method works by learning a set of logical clauses that represent the algorithm. We demonstrate the effectiveness of our approach on various algorithmic tasks, including sorting, searching, and arithmetic operations.",2024,gemini,AI
gemini,Artificial Intelligence,Noisy Submodular Maximization via Adaptive Sampling with Applications to Crowdsourced Image Collection Summarization,This paper addresses the problem of noisy submodular maximization via adaptive sampling with applications to crowdsourced image collection summarization. We propose a novel algorithm that efficiently selects a subset of data points from a noisy dataset while maximizing a submodular function. Our algorithm leverages adaptive sampling techniques to dynamically adjust the sampling distribution based on the observed data. We demonstrate the effectiveness of our approach on crowdsourced image collection summarization tasks.,2024,gemini,AI
gemini,Artificial Intelligence,Multi-Agent Continuous Transportation with Online Balanced Partitioning,This paper tackles the problem of multi-agent continuous transportation with online balanced partitioning. We propose a novel approach that dynamically partitions the transportation network into balanced sub-networks based on real-time traffic conditions. Our method utilizes a combination of reinforcement learning and graph partitioning techniques to achieve efficient and equitable transportation for multiple agents. We demonstrate the effectiveness of our approach in a simulated transportation environment.,2024,gemini,AI
gemini,Artificial Intelligence,SceneNet: Understanding Real World Indoor Scenes With Synthetic Data,"This paper introduces SceneNet, a dataset of synthetic indoor scenes that can be used for understanding real-world indoor environments. Our dataset includes a wide variety of scenes with realistic lighting, textures, and object arrangements. We use SceneNet to train a deep neural network that can accurately predict the layout and semantic content of indoor spaces. We demonstrate the effectiveness of our approach on various indoor scene understanding tasks.",2024,gemini,AI
gemini,Artificial Intelligence,Non-Sentential Utterances in Dialogue: Experiments in Classification and Interpretation,"This paper investigates the role of non-sentential utterances in dialogue. We analyze a corpus of dialogue data and develop a classification model that can distinguish between different types of non-sentential utterances, such as fillers, backchannels, and interjections. We also explore the semantic interpretation of these utterances and show how they contribute to the overall meaning of the dialogue.",2024,gemini,AI
gemini,Artificial Intelligence,Evaluating Prerequisite Qualities for Learning End-to-End Dialog Systems,"This paper evaluates the prerequisite qualities for learning end-to-end dialogue systems. We conduct a comprehensive analysis of existing dialogue systems and identify key factors that contribute to their success. Our findings highlight the importance of incorporating elements of natural language understanding, dialogue management, and response generation. We provide practical recommendations for designing effective end-to-end dialogue systems.",2024,gemini,AI
gemini,Artificial Intelligence,Countering Social Engineering through Social Media: An Enterprise Security Perspective,"This paper examines the problem of countering social engineering attacks through social media from an enterprise security perspective. We discuss the various tactics used by social engineers to exploit individuals and organizations through social media platforms. We propose a multi-faceted approach to countering these attacks, including user education, platform security measures, and data analytics. Our work provides valuable insights into protecting organizations from social engineering threats in the digital age.",2024,gemini,AI
gemini,Artificial Intelligence,Near-Optimal Active Learning of Multi-Output Gaussian Processes,This paper investigates the problem of near-optimal active learning of multi-output Gaussian processes. We propose a novel approach that leverages the structure of multi-output Gaussian processes to efficiently select data points for labeling. Our method utilizes a combination of uncertainty sampling and diversity maximization to achieve near-optimal performance. We demonstrate the effectiveness of our approach on various active learning tasks.,2024,gemini,AI
gemini,Artificial Intelligence,"Gaussian Process Planning with Lipschitz Continuous Reward Functions: Towards Unifying Bayesian Optimization, Active Learning, and Beyond","This paper explores the problem of Gaussian process planning with Lipschitz continuous reward functions. We show that this setting encompasses a wide range of problems, including Bayesian optimization, active learning, and reinforcement learning. We propose a novel algorithm that leverages the Lipschitz continuity of the reward function to efficiently explore the search space. We demonstrate the effectiveness of our approach on various planning tasks.",2024,gemini,AI
gemini,Artificial Intelligence,Applying Social Media Intelligence for Predicting and Identifying On-line Radicalization and Civil Unrest Oriented Threats,"This paper investigates the use of social media intelligence for predicting and identifying online radicalization and civil unrest oriented threats. We develop a framework that leverages natural language processing, social network analysis, and machine learning techniques to analyze social media data and detect early signs of radicalization and unrest. Our approach provides valuable insights for security agencies and policy makers in preventing and mitigating these threats.",2024,gemini,AI
gemini,Artificial Intelligence,A Model for Web-Intelligence Index to Evaluate the Web Intelligence Capacity of Government Web Sites of Sri Lanka,"This paper proposes a model for Web-intelligence index to evaluate the Web Intelligence capacity of government Web sites of Sri Lanka. Our model considers various aspects of Web intelligence, including information quality, usability, accessibility, interactivity, and transparency. We use this model to assess the Web intelligence capabilities of government websites in Sri Lanka and identify areas for improvement. Our work provides a practical framework for evaluating and enhancing the effectiveness of government websites.",2024,gemini,AI
gemini,Artificial Intelligence,Hand Pose Estimation through Semi-Supervised and Weakly-Supervised Learning,This paper addresses the problem of hand pose estimation through semi-supervised and weakly-supervised learning. We propose a novel approach that leverages a combination of labeled and unlabeled data to train a deep neural network for hand pose estimation. Our method utilizes a generative adversarial network (GAN) to generate synthetic hand poses and improve the robustness of the model. We demonstrate the effectiveness of our approach on challenging hand pose estimation tasks.,2024,gemini,AI
gemini,Artificial Intelligence,Contamination-Free Measures and Algebraic Operations,This paper introduces the concept of contamination-free measures and algebraic operations. We define these concepts in the context of set theory and demonstrate their properties. We show that contamination-free measures can be used to develop new and more robust statistical methods. Our work contributes to the development of a more comprehensive understanding of measurement theory.,2024,gemini,AI
